id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_131_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_131_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;131;NA;131;284.166.518.721.309;116.146.560.207.514;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest with no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;30;NA;4.889.680.181.354.610;1.811.024.170.747;19;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_133_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_133_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;133;NA;133;282.786.032.495.625;116.133.696.164.763;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;ongoing vegetation removal;primary forest with ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;40;NA;5.302.812.965.847.580;2.403.172.066.271;29;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_134_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_134_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;134;NA;134;284.463.711.192.073;116.140.881.071.712;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest with no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;55;NA;5.749.837.877.031.330;2.561.883.902.853;32;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_135_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_135_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;135;NA;135;282.422.330.634.071;11.613.302.411.852;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest with no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;38;NA;5.227.825.501.733.860;2.042.816.104;28;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_137_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_137_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;137;NA;137;284.745.803.754.435;116.151.081.332.764;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest, no ongoing vegetation removal, surrounded by fields and fallow and forest;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;39;NA;5.271.928.094.887.360;2.231.283.008.397;25;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_138_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_138_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;138;NA;138;283.193.660.623.254;116.153.350.830.204;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest, no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;41;NA;5.315.685.975.582.010;162.571.229.299;19;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_140_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_140_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;140;NA;140;283.180.325.969.185;116.132.172.807.004;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest, no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;48;NA;5.573.893.517.584.590;2.353.004.132.515;32;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_141_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_141_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;141;NA;141;282.340.263.369.359;116.136.389.443.717;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest, surrounded by mainly primary forest with small area of fallow, no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;33;NA;5.028.639.311.838.570;1.978.647.328.853;19;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_142_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_142_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;142;NA;142;295.121.594.114.554;116.382.023.984.154;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;ongoing vegetation removal;primary forest, surounded by fields and fallow and disturbed forest, ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;28;NA;4.75;1.889.559.604.841;18;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_143_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_143_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;143;NA;143;29.506.637.954.235;116.381.475.406.635;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest, surrounded by primary forest, no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;39;NA;52.494.602.799.216.100;26.157.863.827.789.900;26;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_145_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_145_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;145;NA;145;29.519.254.744.904;116.389.051.100.365;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;understorey has been removed by logging company and ongoing vegetation removal;primary forest but understorey has been removed by logging company, road through site connecting village and logging area, ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;forest uses/logging;none;0;0;forest uses/logging;use;community;species;864;39;NA;5.259.991.029.008.320;2.310.431.987.864;28;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_146_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_146_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;146;NA;146;295.136.453.343.015;116.388.952.427.723;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;68;NA;6.079.538.949.531.790;2.763.618.552.076;35;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_147_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_147_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;147;NA;147;295.069.685.712.718;116.392.165.109.921;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;41;NA;5.314.075.318.551.890;2.382.455.852.902;29;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_148_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_148_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;148;NA;148;295.498.945.959.206;116.384.010.480.856;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;49;NA;56.147.098.441.152.000;2.654.899.851.173;26;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_151_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_151_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;151;NA;151;295.861.180.144.735;116.374.542.446.667;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;Primary forest dominated by Eugesonia on the ridge, no vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;30;NA;4.889.680.181.354.610;1.472.456.783.275;16;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_153_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_153_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;153;NA;153;295.386.271.950.393;116.375.156.976.068;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;fruit trees planted and vegetation removal;primary forest, but some fruit trees have been planted, also vegetation removal, surrounded by cropland and fallow;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;33;NA;5.003.258.334.775.640;1.889.748.764.471;23;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_154_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_154_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;154;NA;154;295.037.196.897.958;116.361.427.905.213;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest, no ongoing vegetation removal, surrounded by primary forest but also patch of fallow;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;49;NA;557.138.837.480.898;2.473.833.710.344;30;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_156_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_156_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;156;NA;156;296.686.586.847.675;116.397.267.295.026;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest, no ongoing vegetation removal, surrounded by primary forest but close to logging road;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;40;NA;5.246.281.792.966.500;2.694.430.717.973;29;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_157_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_157_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;157;NA;157;296.862.896.146.674;116.395.466.691.315;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;40;NA;5.308.771.516.813.200;2.880.275.845.126;26;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_158_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_158_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;158;NA;158;29.422.438.831.687;116.353.964.226.541;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;45;NA;54.694.824.686.989.100;2.751.538.272.544;26;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_159_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_159_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;159;NA;159;294.424.289.123.032;116.353.504.178.731;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;ongoing vegetation removal;primary forest with ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;41;NA;5.344.698.375.159.710;162.791.107.937;21;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_160_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_160_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;160;NA;160;294.832.437.462.818;116.356.102.248.434;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;47;NA;55.081.320.258.334;2.472.020.378.772;25;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_163_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_163_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;163;NA;163;333.181.908.420.351;116.543.979.495.832;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest on steep slope with stony patches;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;27;NA;4.720.049.960.644.810;1.939.738.678.329;23;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_165_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_165_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;165;NA;165;33.312.003.674.966;116.536.427.466.403;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;swampy primary forest, no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;45;NA;5.480.083.695.187.440;3.320.381.648.409;37;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_169_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_169_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;169;NA;169;333.806.047.918.937;116.542.176.293.927;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;ongoing vegetation removal;primary with ongoing vegetation removal, surrounded by secondary;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;49;NA;5.610.222.120.537.640;2.377.746.371.141;33;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_171_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_171_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;171;NA;171;332.986.344.814.055;11.654.066.782.275;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;Primary forest, emergent trees dominated by Banggeris trees, no ongoing vegetation removal, surrounded by disturbed forest and fields;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;45;NA;5.459.962.500.721.150;3.055.191.637.618;35;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_177_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_177_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;177;NA;177;333.499.028.308.735;116.574.880.612.235;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary, no ongoing vegetation removal, surrounded by primary forest and logged forest;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;27;NA;47.359.263.506.290.300;2.641.970.968.004;23;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_184_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_184_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;184;NA;184;333.543.925.774.147;116.547.182.402.409;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest on hill, neighbouring site at base of hill area logged in 1975, surrounded by primary and logged patches, no ongoing vegetation removal;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;34;NA;50.721.401.598.021.000;2.101.414.701.141;25;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_66_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_66_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;66;NA;66;312.827.316.177.334;116.460.984.806.666;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;bamboo is harvested;dense mature bamboo forest, bamboo is harvested;NA;Indonesia;understory;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;864;12;NA;3.546.593.564.294.930;938.832.157;8;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_67_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_67_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;67;NA;67;313.436.393.654.542;116.483.562.038.477;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;some vegetation removal;primary forest but some wood removal;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;54;NA;57.359.263.506.290.300;30.094.990.166;34;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_68_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_68_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;68;NA;68;312.248.122.110.963;116.492.999.497.878;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;some vegetation removal;primary forest but some wood removal;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;39;NA;5.285.402.218.862.240;1.958.876.816.065;20;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_74_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_74_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;74;NA;74;315.332.108.628.152;11.647.426.480.715.000;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;described as intact primary forest (but some cut stems noted and trail runs through) surrounded by logging;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;39;NA;52.494.602.799.216.100;2.111.351.381.318;22;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_77_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_77_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;77;NA;77;315.339.097.523.387;116.487.359.647.777;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;intact primary forest with no removal of vegetation evident, surrounded by coal mining;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;21;NA;4.392.317.422.778.760;1.921.700.489.975;17;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_78_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_78_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;78;NA;78;311.203.932.899.704;116.507.781.821.198;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;intact primary forest at the edge of a river, noted that patch has vegetation slashed, surrounded by ex-logging area;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;53;NA;57.279.204.545.632;2.480.688.808.168;28;0.05450237;3.08;116.4
