_id;Source_ID;Reference;BibTeX_reference;Title;Year;Type;Journal;Authors;DOI;Volume;Issue;Pages;Editors;Book_title;URL;Institution;Location;Thesis_type
227;HP1_2004__Krauss;Krauss et al. 2004;KraussEtAl2004;Effects of habitat area, isolation, and landscape diversity on plant species richness of calcareous grasslands;2004;Journal Article;Biodiversity and Conservation;Krauss, J.;;;;;;;;;;
228;HP1_2010__Krauss;Krauss et al. 2010;KraussEtAl2010;Habitat fragmentation causes immediate and time-delayed biodiversity loss at different trophic levels;2010;Journal Article;Ecology Letters;Krauss, Jochen;;;;;;;;;;
229;HP1_2005__Kumar;Kumar and Shahabuddin 2005;KumarAndShahabuddin2005;Effects of biomass extraction on vegetation structure, diversity and composition of forests in Sariska Tiger Reserve, India;2005;Journal Article;Environmental Conservation;Kumar, R.;;;;;;;;;;
230;SC1_2014__Kurz;Kurz et al. 2014;KurzEtAl2014;Forest-land use complementarity modifies community structure of a tropical herpetofauna;2014;Journal Article;Biological Conservation;Kurz, David J.;;;;;;;;;;
231;GP1_2007__Kutt;Kutt and Woinarski 2007;KuttAndWoinarski2007;The effects of grazing and fire on vegetation and the vertebrate assemblage in a tropical savanna woodland in north-eastern Australia;2007;Journal Article;Journal of Tropical Ecology;Kutt, A. S.;;;;;;;;;;
232;HZ1_2012__Kutt;Kutt et al. 2012;KuttEtAl2012;Spatial and temporal effects of grazing management and rainfall on the vertebrate fauna of a tropical savanna;2012;Journal Article;Rangeland Journal;Kutt, A. S.;;;;;;;;;;
239;VK1_2011__Legare;LÃ©garÃ© et al. 2011;LegareEtAl2011;Alternative silvicultural practices in irregular boreal forests: response of beetle assemblages;2011;Journal Article;Silva Fennica;LÃ©garÃ©, Jean Philippe;;;;;;;;;;
253;SE1_2012__Lopez;LÃ³pez-Quintero et al. 2012;LopezQuinteroEtAl2012;Macrofungal diversity in Colombian Amazon forests varies with regions and regimes of disturbance;2012;Journal Article;Biodiversity Conservation;LÃ³pez-Quintero, Carlos A.;;;;;;;;;;
233;HP1_2006__Lachat;Lachat et al. 2006;LachatEtAl2006;Arthropod diversity in Lama forest reserve (South Benin), a mosaic of natural, degraded and plantation forests;2006;Journal Article;Biodiversity and Conservation;Lachat, T.;;;;;;;;;;
234;HW1_2008__Lantschner;Lantschner et al. 2008;LantschnerEtAl2008;Bird assemblages in pine plantations replacing native ecosystems in NW Patagonia;2008;Journal Article;Biodiversity and Conservation;Lantschner, M. V.;;;;;;;;;;
235;HW1_2012__Lantschner;Lantschner et al. 2012;LantschnerEtAl2012;Habitat use by carnivores at different spatial scales in a plantation forest landscape in Patagonia, Argentina;2012;Journal Article;Forest Ecology and Management;Lantschner, M. V.;;;;;;;;;;
236;HP1_2010__Lasky;Lasky and Keitt 2010;LaskyAndKeitt2010;Abundance of Panamanian dry-forest birds along gradients of forest cover at multiple scales;2010;Journal Article;Journal of Tropical Ecology;Lasky, Jesse R.;;;;;;;;;;
237;DL1_2011__Latta;Latta et al. 2011;LattaEtAl2011;Patterns and magnitude of temporal change in avian communities in the Ecuadorian Andes;2011;Journal Article;Condor;Latta, Steven C.;;;;;;;;;;
238;EP1_1996__Laurance;Laurance and Laurance 1996;LauranceAndLaurance1996;Responses of five arboreal marsupials to recent selective logging in tropical Australia;1996;Journal Article;Biotropica;Laurance, W. F.;;;;;;;;;;
129;AD1_2008__Billeter;Le FÃ©on et al. 2010;LeFeonEtAl2010;Intensification of agriculture, landscape composition and wild bee communities: a large scale study in four European countries;2010;Journal Article;Agriculture Ecosystems & Environment;Le FÃ©on, V.;;;;;;;;;;
240;MJ1_2009__Lehouck;Lehouck et al. 2009;LehouckEtAl2009;Habitat disturbance reduces seed dispersal of a forest interior tree in a fragmented African cloud forest;2009;Journal Article;Oikos;Lehouck, V;;;;;;;;;;
241;VB1_2012__LeightonGoodall;Leighton-Goodall et al. 2012;LeightonGoodallEtAl2012;Unpublished data of soil macrofauna in London woodlands: species density, composition and level of synanthropy vary with distance from the centre of the city;2012;Unpublished Work;;Leighton-Goodall, Ilona;;;;;;;;;;
242;AD1_2012__Lentini;Lentini et al. 2012;LentiniEtAl2012;Supporting wild pollinators in a temperate agricultural landscape: maintaining mosaics of natural features and production;2012;Journal Article;Biological Conservation;Lentini, Pia E.;;;;;;;;;;
243;CM1_2009__Letcher;Letcher and Chazdon 2009;LetcherAndChazdon2009;Rapid recovery of biomass, species richness, and species composition in a forest chronosequence in northeastern Costa Rica;2009;Journal Article;Biotropica;Letcher, S. G.;;;;;;;;;;
244;DG1_2013__Zou;Li et al. 2013;LiEtAl2013;Species richness and guild composition in rubber plantations compared to secondary forest on Hainan Island, China;2013;Journal Article;Agroforestry Systems;Li, S. N.;;;;;;;;;;
246;AD1_2001__Liow;Liow et al. 2001;LiowEtAl2001;Bee diversity along a disturbance gradient in tropical lowland forests of south-east Asia;2001;Journal Article;Journal of Applied Ecology;Liow, L. H.;;;;;;;;;;
247;CC1_2013__Litchwark;Litchwark 2013;Litchwark2013;Honeybee declines in a changing landscape: interactive effects of honeybee declines and land-use intensification on pollinator communities;2013;Thesis;;Litchwark, Simon A.;;;;;;;;University of Canterbury;Christchurch, New Zealand;MSc
248;LH1_2008__Littlewood;Littlewood 2008;Littlewood2008;Grazing impacts on moth diversity and abundance on a Scottish upland estate;2008;Journal Article;Insect Conservation and Diversity;Littlewood, N. A.;10.1111/j.1752-4598.2008.00021.x;1;3;151-160;;;;;;
249;MG1_2012__Littlewood;Littlewood et al. 2012;LittlewoodEtAl2012;Grazing impacts on Auchenorrhyncha diversity and abundance on a Scottish upland estate;2012;Journal Article;Insect Conservation and Diversity;Littlewood, N. A.;;;;;;;;;;
250;YP1_2012__Liu;Liu et al. 2012;LiuEtAl2012;Ground beetle (Coleoptera: Carabidae) assemblages of restored semi-natural habitats and intensively cultivated fields in northern China;2012;Journal Article;Restoration Ecology;Liu, Y. H.;;;;;;;;;;
251;CM1_2008__LoManHung;Lo-Man-Hung et al. 2008;LoManHungEtAl2008;The value of primary, secondary, and plantation forests for Neotropical epigeic arachnids;2008;Journal Article;Journal of Arachnology;Lo-Man-Hung, Nancy F.;;;;;;;;;;
