id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
CU_Parrotta and Knowles 2001_2 3I Plants random plots or quadrats_Mix Native Species_NA;CU;Parrotta and Knowles 2001_1 3I Plants random plots or quadrats_Mix Native Species_NA;CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats;CU_Parrotta and Knowles 2001_2 3I Plants random plots or quadrats;Parrotta and Knowles 2001;2 3I Plants random plots or quadrats;Mix Native Species;NA;Mix Native Species (MNS);-1.67;-56.45;11;11;1997;exact;recovering;Plants;Plants;occurrence;No. individuals;yes;random plots or quadrats;1;NA;32;6;2512;NA;NA;bauxite mining;soil preparation and native planting;2;NA;Curran considered two studies here one for active and one for passive restoration;NA;Brazil;vascular plants;mix;mining;active restoration;NA;NA;active restoration;1;0;none;restoration;study;species;241;141;NA;NA;3981.003021687;70;0.149377593360996;-1.67;-56.45
CU_Parrotta and Knowles 2001_2 3I Plants random plots or quadrats_Mixed Commercial_NA;CU;Parrotta and Knowles 2001_1 3I Plants random plots or quadrats_Mixed Commercial_NA;CU_Parrotta and Knowles 2001_1 3I Plants random plots or quadrats;CU_Parrotta and Knowles 2001_2 3I Plants random plots or quadrats;Parrotta and Knowles 2001;2 3I Plants random plots or quadrats;Mixed Commercial;NA;Mixed Commercial Species;-1.67;-56.45;9;9;1997;exact;recovering;Plants;Plants;occurrence;No. individuals;yes;random plots or quadrats;2;NA;16;6;1256;NA;NA;bauxite mining;soil preparation and commercial species planting;2;NA;Curran considered two studies here one for active and one for passive restoration;NA;Brazil;vascular plants;mix;mining;plantation;NA;NA;plantation;0;0;none;regular;study;species;241;40;NA;NA;1749.54949967;20;0.149377593360996;-1.67;-56.45
CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Coffee_NA;CU;Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Coffee_NA;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;Pascarella et al. 2000;1 2R Trees and shrubs random plots or quadrats;Former Coffee;NA;Coffee (30);18;-66.1;30;30;1999;exact;recovering;trees and shrubs;> 10 cm in diameter at 1.3 m height within 200m2 and > 10 cm in diameter at 1.3 m height within 1000 m2;relative abundance;importance value = relative basal area and relative density;yes;random plots or quadrats;1;NA;18;8;1200;At the beginning of the 20th century, greater than 90% of Puerto Rico was in some form of agriculture and remnant forest was limited to small patches. Since the 1940’s most of these agricultural areas have been abandoned as the island’s economy shifted from agriculture to small industry. Today, much of the island is covered in secondary forest.;NA;coffee plantation;none;1;none;NA;NA;Puerto Rico;woody;mix;cultivation;none;NA;none;none;0;0;none;regular;study;species;45;31;NA;4.02511925759705;1824.519772;24;0;18;-66.1
CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 1_NA;CU;Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 1_NA;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;Pascarella et al. 2000;1 2R Trees and shrubs random plots or quadrats;Former Pasture 1;NA;Pasture (4);18;-66.1;4;4;1999;exact;recovering;trees and shrubs;> 10 cm in diameter at 1.3 m height within 200m2 and > 10 cm in diameter at 1.3 m height within 1000 m2;relative abundance;importance value = relative basal area and relative density;yes;random plots or quadrats;1;NA;8;8;1200;At the beginning of the 20th century, greater than 90% of Puerto Rico was in some form of agriculture and remnant forest was limited to small patches. Since the 1940’s most of these agricultural areas have been abandoned as the island’s economy shifted from agriculture to small industry. Today, much of the island is covered in secondary forest.;NA;pasture;none;1;none;NA;NA;Puerto Rico;woody;mix;animal farming;none;NA;none;none;0;0;none;regular;study;species;45;17;NA;3.2218934828166;1089.112581;13;0;18;-66.1
CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 2_NA;CU;Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 2_NA;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;Pascarella et al. 2000;1 2R Trees and shrubs random plots or quadrats;Former Pasture 2;NA;Pasture (13);18;-66.1;13;13;1999;exact;recovering;trees and shrubs;> 10 cm in diameter at 1.3 m height within 200m2 and > 10 cm in diameter at 1.3 m height within 1000 m2;relative abundance;importance value = relative basal area and relative density;yes;random plots or quadrats;1;NA;8;8;1200;At the beginning of the 20th century, greater than 90% of Puerto Rico was in some form of agriculture and remnant forest was limited to small patches. Since the 1940’s most of these agricultural areas have been abandoned as the island’s economy shifted from agriculture to small industry. Today, much of the island is covered in secondary forest.;NA;pasture;none;1;none;NA;NA;Puerto Rico;woody;mix;animal farming;none;NA;none;none;0;0;none;regular;study;species;45;23;NA;3.26196640147674;1466.169622;18;0;18;-66.1
CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 3_NA;CU;Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 3_NA;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;Pascarella et al. 2000;1 2R Trees and shrubs random plots or quadrats;Former Pasture 3;NA;Pasture (25);18;-66.1;25;25;1999;exact;recovering;trees and shrubs;> 10 cm in diameter at 1.3 m height within 200m2 and > 10 cm in diameter at 1.3 m height within 1000 m2;relative abundance;importance value = relative basal area and relative density;yes;random plots or quadrats;1;NA;8;8;1200;At the beginning of the 20th century, greater than 90% of Puerto Rico was in some form of agriculture and remnant forest was limited to small patches. Since the 1940’s most of these agricultural areas have been abandoned as the island’s economy shifted from agriculture to small industry. Today, much of the island is covered in secondary forest.;NA;pasture;none;1;none;NA;NA;Puerto Rico;woody;mix;animal farming;none;NA;none;none;0;0;none;regular;study;species;45;29;NA;3.76944924833572;1752.214388;24;0;18;-66.1
CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 4_NA;CU;Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 4_NA;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;Pascarella et al. 2000;1 2R Trees and shrubs random plots or quadrats;Former Pasture 4;NA;Pasture (37);18;-66.1;37;37;1999;exact;recovering;trees and shrubs;> 10 cm in diameter at 1.3 m height within 200m2 and > 10 cm in diameter at 1.3 m height within 1000 m2;relative abundance;importance value = relative basal area and relative density;yes;random plots or quadrats;1;NA;8;8;1200;At the beginning of the 20th century, greater than 90% of Puerto Rico was in some form of agriculture and remnant forest was limited to small patches. Since the 1940’s most of these agricultural areas have been abandoned as the island’s economy shifted from agriculture to small industry. Today, much of the island is covered in secondary forest.;NA;pasture;none;1;none;NA;NA;Puerto Rico;woody;mix;animal farming;none;NA;none;none;0;0;none;regular;study;species;45;33;NA;4.12612181387101;1884.793699;26;0;18;-66.1
CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 5_NA;CU;Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 5_NA;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;Pascarella et al. 2000;1 2R Trees and shrubs random plots or quadrats;Former Pasture 5;NA;Pasture (52);18;-66.1;52;52;1999;exact;recovering;trees and shrubs;> 10 cm in diameter at 1.3 m height within 200m2 and > 10 cm in diameter at 1.3 m height within 1000 m2;relative abundance;importance value = relative basal area and relative density;yes;random plots or quadrats;1;NA;8;8;1200;At the beginning of the 20th century, greater than 90% of Puerto Rico was in some form of agriculture and remnant forest was limited to small patches. Since the 1940’s most of these agricultural areas have been abandoned as the island’s economy shifted from agriculture to small industry. Today, much of the island is covered in secondary forest.;NA;pasture;none;1;none;NA;NA;Puerto Rico;woody;mix;animal farming;none;NA;none;none;0;0;none;regular;study;species;45;30;NA;3.92314457488489;1844.488995;24;0;18;-66.1
CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 6_NA;CU;Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats_Former Pasture 6_NA;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;CU_Pascarella et al. 2000_1 2R Trees and shrubs random plots or quadrats;Pascarella et al. 2000;1 2R Trees and shrubs random plots or quadrats;Former Pasture 6;NA;Pasture (77);18;-66.1;77;77;1999;exact;recovering;trees and shrubs;> 10 cm in diameter at 1.3 m height within 200m2 and > 10 cm in diameter at 1.3 m height within 1000 m2;relative abundance;importance value = relative basal area and relative density;yes;random plots or quadrats;1;NA;8;8;1200;At the beginning of the 20th century, greater than 90% of Puerto Rico was in some form of agriculture and remnant forest was limited to small patches. Since the 1940’s most of these agricultural areas have been abandoned as the island’s economy shifted from agriculture to small industry. Today, much of the island is covered in secondary forest.;NA;pasture;none;1;none;NA;NA;Puerto Rico;woody;mix;animal farming;none;NA;none;none;0;0;none;regular;study;species;45;27;NA;3.83824278417154;1988.059616;23;0;18;-66.1
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_19_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_19_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;19;NA;22;10.79;-85.65;60;60;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;20;NA;NA;1515.7914336;17;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_21_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_21_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;21;NA;42;10.8;-85.65;20;20;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;16;NA;NA;922.2671006;11;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_22_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_22_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;22;NA;43;10.84;-85.61;60;60;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;16;NA;NA;1376.1967356;16;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_42_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_42_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;42;NA;44;10.86;-85.61;35;35;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;21;NA;NA;1505.7173376;17;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_43_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_43_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;43;NA;45;10.86;-85.61;25;25;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;19;NA;NA;1448.8383656;16;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_44_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_44_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;44;NA;46;10.85;-85.61;12;12;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;9;NA;NA;650.588917;7;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_45_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_45_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;45;NA;47;10.85;-85.63;23;23;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;21;NA;NA;1472.6182754;17;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_46_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_46_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;46;NA;48;10.85;-85.63;13;13;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;11;NA;NA;863.6725696;9;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_47_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_47_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;47;NA;49;10.84;-85.63;8;8;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;7;NA;NA;528.3621879;6;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_48_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_48_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;48;NA;50;10.85;-85.61;25;25;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;13;NA;NA;1042.9292008;11;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_49_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_49_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;49;NA;51;10.85;-85.61;15;15;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;13;NA;NA;938.9722137;11;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_50_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_50_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;50;NA;52;10.84;-85.61;37;37;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;21;NA;NA;1720.4309886;20;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_51_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_51_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;51;NA;53;10.89;-85.61;35;35;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;18;NA;NA;1595.741313;17;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_52_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_52_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;52;NA;54;10.9;-85.61;25;25;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;16;NA;NA;1400.8927034;14;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_53_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_53_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;53;NA;55;10.89;-85.6;15;15;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;6;NA;NA;341.416718;3;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_54_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_54_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;54;NA;56;10.84;-85.59;37;37;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;22;NA;NA;1759.493845;20;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_55_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_55_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;55;NA;57;10.84;-85.59;17;17;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;12;NA;NA;855.2102636;11;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_56_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_56_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;56;NA;NA;10.83;-85.62;11;11;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;15;NA;NA;1126.7053634;12;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_57_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_57_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;57;NA;NA;10.83;-85.62;23;23;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;21;NA;NA;1665.3567876;19;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_58_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_58_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;58;NA;60;10.83;-85.6;6;6;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;11;NA;NA;856.597411;9;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_59_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_59_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;59;NA;17;10.81;-85.64;35;35;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;20;NA;NA;1287.2681336;13;0;10.84;-85.62
