"taxon_ori";"id_comm";"id_study";"taxon_level";"taxon_clean";"rank";"error_ident";"error_class";"measurement.taxon_ori";"measurement.id_comm";"measurement.id_study";"measurement.taxon_level";"measurement.taxon_clean";"measurement.rank";"measurement.error_ident";"measurement.error_class";"measurement.measurement";"measurement.metric";"measurement.unidentified";"measurement.count0";"measurement.count";"measurement.kingdom";"measurement.phylum";"measurement.class";"measurement.order";"measurement.family";"measurement.genus";"measurement.IsGymnosperm";"metric";"unidentified";"count0";"count";"kingdom";"phylum";"class";"order";"family";"genus";"IsGymnosperm"
51;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";51;"no rank";91;1;51;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;51;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
52;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";52;"no rank";91;1;52;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;52;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
52;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";52;"no rank";91;1;52;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;52;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
52;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";52;"no rank";91;1;52;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;52;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
52;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";52;"no rank";91;1;52;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;52;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
52;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";52;"no rank";91;1;52;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;52;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
52;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";52;"no rank";91;1;52;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;52;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
53;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";53;"no rank";91;1;53;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;53;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
53;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";53;"no rank";91;1;53;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;53;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
53;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";53;"no rank";91;1;53;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;53;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
53;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";53;"no rank";91;1;53;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;53;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
53;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";53;"no rank";91;1;53;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;53;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
53;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";53;"no rank";91;1;53;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;53;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
54;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";54;"no rank";91;1;54;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;54;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
54;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";54;"no rank";91;1;54;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;54;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
54;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";54;"no rank";91;1;54;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;54;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
54;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";54;"no rank";91;1;54;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;54;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
55;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";55;"no rank";91;1;55;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;55;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
55;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";55;"no rank";91;1;55;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;55;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
55;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";55;"no rank";91;1;55;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;55;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
55;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";55;"no rank";91;1;55;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;55;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
55;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";55;"no rank";91;1;55;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;55;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
55;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";55;"no rank";91;1;55;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;55;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
56;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_B-5_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5";56;"no rank";91;1;56;Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_B-5_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5;56;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
56;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";56;"no rank";91;1;56;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;56;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
56;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";56;"no rank";91;1;56;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;56;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
56;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";56;"no rank";91;1;56;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;56;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
56;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";56;"no rank";91;1;56;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;56;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
56;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";56;"no rank";91;1;56;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;56;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
56;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";56;"no rank";91;1;56;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;56;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
56;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_OG_2 (UN-5)_NA";"Stark et al. 2006";"species";56;"no rank";91;1;56;Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_OG_2 (UN-5)_NA;Stark et al. 2006;species;56;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
57;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";57;"no rank";91;1;57;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;57;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
57;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";57;"no rank";91;1;57;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;57;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
57;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";57;"no rank";91;1;57;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;57;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
57;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";57;"no rank";91;1;57;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;57;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
57;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";57;"no rank";91;1;57;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;57;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
57;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";57;"no rank";91;1;57;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;57;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
58;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";58;"no rank";91;1;58;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;58;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
58;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";58;"no rank";91;1;58;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;58;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
58;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";58;"no rank";91;1;58;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;58;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
58;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";58;"no rank";91;1;58;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;58;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
59;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";59;"no rank";91;1;59;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;59;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
59;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";59;"no rank";91;1;59;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;59;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
59;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";59;"no rank";91;1;59;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;59;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
59;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";59;"no rank";91;1;59;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;59;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
60;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";60;"no rank";91;1;60;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;60;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
60;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";60;"no rank";91;1;60;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;60;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
