taxon_clean;taxon_ori;kingdom;phylum;class;order;family;genus;IsGymnosperm
Licuala spinosa;Licuala spinosa;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Licuala;No
Licuala valida;Licuala valida;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Licuala;No
Licuala lauterbachii;Licuala.lauterbachii;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Licuala;No
Ligusticum porteri;Ligusticum porteri;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Ligusticum;No
Ligustrum indicum;Ligustrum indicum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Ligustrum;No
Ligustrum japonicum;Ligustrum japonicum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Ligustrum;No
Ligustrum lucidum;Ligustrum lucidus (e);Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Limacia scandens;Limacia scandens;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Menispermaceae;Limacia;No
Limnocera sp;Limnocera sp.;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Menispermaceae;Limacia;No
Limnophila rugosa;Limnophila rugosa;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Limnophila;No
Linaria amethystea;Linaria amethystea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Linaria;No
Linaria vulgaris;Linaria vulgaris;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Linaria;No
Lindackeria paludosa;Lindackeria  paludosa (Benth.) Gilg.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Linaria;No
Lindackeria laurina;Lindackeria cf. laurina Benth.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Linaria;No
Lindera aggregata;Lindera aggregata;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindera caudata;Lindera caudata (Wall. ex Nees) Bth.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lindera erythrocarpa;Lindera erythrocarpa;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindera glauca;Lindera glauca;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindera limprichtii;Lindera limprichtii;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindera megaphylla;Lindera megaphylla;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindera metcalfiana;Lindera metcalfiana Allen;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lindera obtusiloba;Lindera obtusiloba;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindera reflexa;Lindera reflexa;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindernia sessiliflora;Lindernia sessiliflora;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindernia sessiliflora;Lindernia sessiliflora;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lindsaea mappacea;Lindsaea cf. mappacea;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Lindera;No
Lindsaea mappacea;Lindsaea cf. mappacea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lindsaea napaea;Lindsaea napaea;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea parallelogramma;Lindsaea parallelogramma;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea;Lindsaea sp.3;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lindsaea sp 3;Lindsaea sp.3;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea ensifolia;Lindsaea.ensifolia;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea pulchra;Lindsaea.pulchra;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea sp ;Lindsaea.sp.1;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea sp 2;Lindsaea.sp.2;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea sp 3;Lindsaea.sp.3;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea sp 4;Lindsaea.sp.4;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Lindsaea sp 5;Lindsaea.sp.5;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lindsaeaceae;Lindsaea;No
Linkackeria;Linkackeria sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Linnaea borealis;Linnaea borealis;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Linnaea;No
Linociera johnsonii;Linociera johnsonii;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Noronhia;No
Lippia myriocephala;Lippia myriocephala;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Lippia;No
Liquidambar formosana;Liquidambar formosana;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;No
Liquidambar styraciflua;Liquidambar styraciflua;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Altingiaceae;Liquidambar;No
Liriodendron tulipifera;Liriodendron tulipifera;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Magnoliaceae;Liriodendron;No
Liriope platyphylla;Liriope platyphylla;Plantae;Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Liriope;No
Lissanthe strigosa;Lissanthe strigosa;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Lissanthe;No
LISTERA OVATA;LISTERA   OVATA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Lissanthe;No
Lithocarpus;Lithocarpus;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Neottia;No
Lithocarpus aggregatus;Lithocarpus aggregatus Barnett subsp. aggregatus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus bennettii;Lithocarpus bennettii;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus blumeanus;Lithocarpus blumeanus;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus cantleyanus;Lithocarpus cantleyanus;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus cerifer;Lithocarpus cerifer (Hickel & A. Camus) A. Camus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus echinophorus;Lithocarpus echinophorus (Hickel & A. Camus) A. Camus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus elaeagnifolius;Lithocarpus elaeagnifolius;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus elegans;Lithocarpus elegans (Blume) Hatus. ex Soepadmo;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus ewyckii;Lithocarpus ewyckii;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus fenestratus;Lithocarpus fenestratus (Roxb.) Rehder;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus ferrugineus;Lithocarpus ferrugineus;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus glaber;Lithocarpus glaber;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus gracilis;Lithocarpus gracilis;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus leptogyne;Lithocarpus leptogyne;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus litseifolius;Lithocarpus litseifolius;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus lucidus;Lithocarpus lucidus;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus nieuwenhuisii;Lithocarpus nieuwenhuisii;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus polystachyus;Lithocarpus polystachyus (A. DC.) Rehder;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus pulcher;Lithocarpus pulcher;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus sericobalanos;Lithocarpus sericobalanos;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus sootepensis;Lithocarpus sootepensis (Craib) Camus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus;Lithocarpus sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus sp ;Lithocarpus sp. 1;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus sp 2;Lithocarpus sp. 2;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus sp 3;Lithocarpus sp. 3;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus sp 4;Lithocarpus sp. 4;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus sp 5;Lithocarpus sp. 5;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus sp 7;Lithocarpus sp. 7;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus ;Lithocarpus sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lithocarpus sundaicus;Lithocarpus sundaicus;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Lithocarpus urceolaris;Lithocarpus urceolaris;Plantae;Tracheophyta;Magnoliopsida;Fagales;Fagaceae;Lithocarpus;No
Litsea;Litsea;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea accedens;Litsea accedens;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea accedens;Litsea accendens;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea caulocarpa;Litsea caulocarpa;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea magnoliifolia;Litsea cf. magnoliifolia;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea coreana;Litsea coreana;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea cubeba;Litsea cubeba;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea elliptica;Litsea elliptica;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea elongata;Litsea elongata;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea elongata;Litsea elongata (Nees) Hook. f. var. elongata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea firma;Litsea firma;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea garciae;Litsea garciae;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea glutinosa;Litsea glutinosa;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea gracilis;Litsea gracilis;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea grandis;Litsea grandis;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea monopetala;Litsea monopetala;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea monopetala;Litsea monopetala (Roxb.) Pers.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea nidularis;Litsea nidularis;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea noronhae;Litsea noronhae;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea oppositifolia;Litsea oppositifolia;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea polyantha;Litsea polyantha;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea rotundifolia;Litsea rotundifolia;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea roxburghii;Litsea roxburghii;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea salicifolia;Litsea salicifolia (Roxb. ex Nees) Hk. f.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea;Litsea sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea sp;Litsea sp.;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp ;Litsea sp. 1;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 0;Litsea sp. 10;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp ;Litsea sp. 11;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 2;Litsea sp. 12;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 4;Litsea sp. 14;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 5;Litsea sp. 15;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 6;Litsea sp. 16;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 7;Litsea sp. 17;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 8;Litsea sp. 18;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 2;Litsea sp. 2;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 2;Litsea sp. 21;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 22;Litsea sp. 22;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 23;Litsea sp. 23;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 26;Litsea sp. 26;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 27;Litsea sp. 27;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 28;Litsea sp. 28;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 29;Litsea sp. 29;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 3;Litsea sp. 3;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 30;Litsea sp. 30;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 32;Litsea sp. 32;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 4;Litsea sp. 4;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 6;Litsea sp. 6;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 7;Litsea sp. 7;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 8;Litsea sp. 8;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 9;Litsea sp. 9;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea ;Litsea sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea;Litsea sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea;Litsea sp.4;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea;Litsea sp.5;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea tomentosa;Litsea tomentosa;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea yunnanensis;Litsea yunnanensis Yang et P. H. Huang;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Litsea solomonensis;Litsea.solomonensis;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp ;Litsea.sp.1;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Litsea sp 2;Litsea.sp.2;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Litsea;No
Livistona australis;Livistona australis;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Livistona;No
Lobaria isidiophora;Lobaria isidiophora;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lobaria isidiosa;Lobaria isidiosa;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lobaria kurokawae;Lobaria kurokawae;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lobaria retigera;Lobaria retigera;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lobaria subdissecta;Lobaria subdissecta;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Livistona;No
Lobariella crenulata;Lobariella crenulata;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Livistona;No
Lobariella exornata;Lobariella exornata;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Livistona;No
Lobariella subexornata;Lobariella subexornata;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Livistona;No
Logfia gallica;Logfia gallica;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Logfia;No
Lolium multiflorum;Lolium multiflorum;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lolium;No
Lolium perenne;Lolium perenne;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lolium;No
Lolium rigidum;Lolium rigidum;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lolium;No
Lomandra longifolia;Lomandra longifolia;Plantae;Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Lomandra;No
Lomandra micrantha;Lomandra micrantha;Plantae;Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Lomandra;No
Lomariopsis lineata;Lomariopsis cf. lineata;Plantae;Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Lomandra;No
Lomariopsis lineata;Lomariopsis cf. lineata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpus guatemalensis;Lonchoc. guatemalensis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus hughesii;Lonchocarpus  hughesii;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus costaricensis;Lonchocarpus costaricensis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus felipei;Lonchocarpus felipei;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus ferrugineus;Lonchocarpus ferrugineus;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Lomariopsidaceae;Lomariopsis;No
Lonchocarpusarpus heptaphyllus;Lonchocarpus heptaphyllus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus latisiliquus;Lonchocarpus latisiliquus;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lonchocarpus;No
Lonchocarpusarpus minimiflorus;Lonchocarpus minimiflorus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus parviflorous;Lonchocarpus parviflorous;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus rugosus;Lonchocarpus rugosus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus rugosus;Lonchocarpus rugosus Benth.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus xuul;Lonchocarpus xuul Lundell.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonchocarpusarpus yucatanensis;Lonchocarpus yucatanensis Pittier.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lonicera involucrata;Lonicera involucrata;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;No
LONICERA PERICLYM;LONICERA PERICLYM;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;No
Lonicera periclymenum;Lonicera periclymenum;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;No
Lophatherum gracile;Lophatherum gracile;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lophatherum;No
Lophopetalum beccarianum;Lophopetalum beccarianum;Plantae;Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Lophopetalum;No
Lophopetalum javanicum;Lophopetalum javanicum;Plantae;Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Lophopetalum;No
Lophopetalum;Lophopetalum sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lophopetalum sp ;Lophopetalum sp. 1;Plantae;Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Lophopetalum;No
Lophopetalum wallichii;Lophopetalum wallichii;Plantae;Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Lophopetalum;No
Lophozia ascendens;Lophozia ascendens;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Lophozia;No
Lophozia bantriensis/gillmanii;Lophozia bantriensis/gillmanii;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Lophozia;No
Lophozia ciliata;Lophozia ciliata;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Lophozia;No
Lophozia excisa;Lophozia excisa;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Lophoziopsis;No
Lophozia grandiretis;Lophozia grandiretis;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Scapaniaceae;Protochilopsis;No
Lophozia heterocolpos;Lophozia heterocolpos;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Lophozia;No
Lophozia incisa;Lophozia incisa;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Scapaniaceae;Schistochilopsis;No
Lophozia longidens;Lophozia longidens;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Lophoziopsis;No
Lophozia longiflora;Lophozia longiflora;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Lophozia;No
Lophozia obtusa;Lophozia obtusa;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Obtusifoliaceae;Obtusifolium;No
Lophozia rutheana;Lophozia rutheana;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Jungermanniaceae;Mesoptychia;No
Lophozia silvicola;Lophozia silvicola;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Lophozia;No
Lophozia sudetica;Lophozia sudetica;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Anastrophyllaceae;Barbilophozia;No
Loreya mespiloides;Loreya mespiloides;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Melastomataceae;Bellucia;No
Loropetalum chinense;Loropetalum chinense;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Hamamelidaceae;Loropetalum;No
Lorostemos sp 2;Lorostemos sp 2;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Hamamelidaceae;Loropetalum;No
Lotus conimbricensis;Lotus conimbricensis;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lotus;No
Lotus corniculatus;Lotus corniculatus;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lotus;No
Lotus corniculatus var corniculatus;Lotus corniculatus var. corniculatus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lotus pedunculatus;Lotus pedunculatus;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lotus;No
Lotus subbiflorus castellanus;Lotus subbiflorus castellanus;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lotus;No
Lovoa swynnertonii;Lovoa swynnertonii;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Lovoa;No
Lozania pittieri;Lozania pittieri;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Lacistemataceae;Lozania;No
Lucinaea ;Lucinaea sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lucinaea sp ;Lucinaea sp.1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Lacistemataceae;Lozania;No
Lucinaea;Lucinaea sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lucinaea sp 2;Lucinaea sp.2;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Lacistemataceae;Lozania;No
Lucuma dissepala;Lucuma dissepala;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Pouteria;No
Ludekia borneensis;Ludekia borneensis;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Ludekia;No
Luehea candida;Luehea candida;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Luehea;No
Luehea candida;Luehea candida (Moc. y Sessé ex DC.) Mart.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Luehea seemannii;Luehea seemannii;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Luehea;No
