id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_P-3 (poppy)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_P-3 (poppy)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;P-3 (poppy);NA;P-3;18.528;98.5501;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;poppy cultivation;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;21;644;3.5966884993670063;1415.088357;15;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_P-4 (poppy)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_P-4 (poppy)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;P-4 (poppy);NA;P-4;18.5112;98.5475;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;poppy cultivation;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;26;868;3.418930853965494;2033.852052;22;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_P-5 (poppy)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_P-5 (poppy)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;P-5 (poppy);NA;P-5;18.5388;98.5364;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;poppy cultivation;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;16;544;3.094240239588278;1209.909084;14;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_PR-1 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_PR-1 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;PR-1 (poppy-rice);NA;PR-1;18.5294;98.5519;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;17;388;2.9577243136537588;1673.616063;16;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_PR-2 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_PR-2 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;PR-2 (poppy-rice);NA;PR-2;18.5268;98.5512;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;21;628;3.9328541970279858;1671.684877;17;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_PR-3 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_PR-3 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;PR-3 (poppy-rice);NA;PR-3;18.5339;98.5434;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;27;368;4.278533766042604;1856.526039;20;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_PR-4 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_PR-4 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;PR-4 (poppy-rice);NA;PR-4;18.529;98.5529;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;20;1088;3.644266293168136;1736.438991;18;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_PR-5 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_PR-5 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;PR-5 (poppy-rice);NA;PR-5;18.5347;98.5391;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;17;944;2.875214057624401;1182.25933;13;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-1 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-1 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-1 (rice);NA;R-1;18.5353;98.5569;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;25;1476;3.711706225982344;2046.208245;21;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-10 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-10 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-10 (rice);NA;R-10;18.5289;98.5566;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;36;335;4.285766482443135;2331.657239;31;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-11 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-11 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-11 (rice);NA;R-11;18.5278;98.5602;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;24;240;3.5038992052134743;1810.175934652;22;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-2 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-2 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-2 (rice);NA;R-2;18.5366;98.5523;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;20;440;3.585083666443523;1430.087304;15;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-3 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-3 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-3 (rice);NA;R-3;18.5323;98.5619;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;24;536;4.233056665881898;2016.3672613;22;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-4 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-4 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-4 (rice);NA;R-4;18.5324;98.5668;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;27;1196;3.865277053960445;2542.1053819999997;24;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-5 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-5 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-5 (rice);NA;R-5;18.5347;98.5634;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;28;1260;3.672974428786429;2072.511337;24;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-6 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-6 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-6 (rice);NA;R-6;18.5359;98.5619;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;35;1532;4.06655407979841;2390.5605242;32;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-7 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-7 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-7 (rice);NA;R-7;18.5402;98.5629;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;23;372;3.9490079092626367;1911.990734;20;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-8 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-8 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-8 (rice);NA;R-8;18.5234;98.5554;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;21;532;3.786970431033581;1275.519371;16;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_R-9 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_R-9 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;R-9 (rice);NA;R-9;18.5259;98.5623;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;21;508;3.7780181144193135;2110.339073;17;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_U-1_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_U-1_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;U-1;NA;U-1;18.5297;98.5654;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;27;101;4.320582068317768;2110.63398;25;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_U-2_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_U-2_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;U-2;NA;U-2;18.531;98.5635;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;32;496;4.503919361883246;2492.29332;27;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_U-3_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_U-3_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;U-3;NA;U-3;18.4961;98.5505;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;25;307;3.981979157882516;1557.797876;19;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_U-4_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_U-4_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;U-4;NA;U-4;18.5026;98.5562;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;19;140;3.6442021786629017;1365.818079;17;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_U-5_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_U-5_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;U-5;NA;U-5;18.514;98.5531;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;21;217;2.9961104759034423;1550.212443;18;0.08108108108108109
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats_U-6_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats_U-6_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) random plots or quadrats;U-6;NA;U-6;18.5187;98.5539;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;individuals per plot;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;"Data extracted with the script Fukusima.R from sheet ""Alldata"". Methodology was slightly different for the bigger plots";NA;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;24;156;3.914983501974163;1519.317903;19;0.08108108108108109
CU_Gillison et al. 2003_2 3I Plants random plots or quadrats_BS03 (logged forest)_NA;CU;Gillison et al. 2003_2 3I Plants random plots or quadrats_BS03 (logged forest)_NA;CU_Gillison et al. 2003_2 3I Plants random plots or quadrats;CU_Gillison et al. 2003_2 3I Plants random plots or quadrats;Gillison et al. 2003;2 3I Plants random plots or quadrats;BS03 (logged forest);NA;BS03;-1.0797;102.1006;13;13;1997;exact;recovering;Plants;Plants;occurrence;NA;yes;random plots or quadrats;1;NA;2;2;400;NA;NA;clear cut forestry;NA;1;Reserve set aside for research;NA;NA;Indonesia;vascular plants;mix;logging;NA;NA;protection;none;0;1;none;protection;community;no rank;144;50;NA;NA;NA;NA;0
CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats_OG_1 (f5)_NA;CU;Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats_OG_1 (f5)_NA;CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats;CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats;Grau et al. 1997;1 1A Trees (>10 cm dbh) random plots or quadrats;OG_1 (f5);NA;f5;-26.8;-65.383333;500;Old;1996;category;reference;Trees;Trees (>10 cm dbh);abundance;density (trees/ha);yes;random plots or quadrats;1;NA;25;6;10000;"A large percentage of the area was deforested during the first half of this century, and planted with annual crops and fruit orchards, mostly citrus. As a
consequence of soil fertility loss, lands were abandoned and progressivety revegetated. The inclusion of the area on the reserve since 1976 enhanced forest recovery processes.";NA;none;inclusion of the area on a reserve since 1976;0;none;NA;NA;Argentina;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;37;18;213;3.45189863651903;1160.450249;10;0
